ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_Score,Credit_History,Employment_Status,Education,Property_Area,Age,Loan_Status
19442,9664,127009,180,492,1,Salaried,Not Graduate,Rural,23,0
2872,4079,548217,240,552,0,Salaried,Not Graduate,Urban,46,0
5578,4817,425118,360,401,1,Self_Employed,Not Graduate,Urban,50,0
8711,5836,258424,360,515,1,Self_Employed,Graduate,Semiurban,37,0
2409,5648,591810,240,559,1,Unemployed,Not Graduate,Urban,41,0
19113,4213,159475,360,562,0,Self_Employed,Not Graduate,Rural,44,0
9092,4427,348174,360,501,1,Salaried,Not Graduate,Rural,58,0
8281,5340,118151,240,572,0,Salaried,Graduate,Urban,54,0
10170,9779,224882,360,383,1,Salaried,Not Graduate,Rural,57,0
11502,1472,200254,240,533,1,Salaried,Not Graduate,Rural,50,0
10444,4828,695407,300,586,1,Salaried,Not Graduate,Semiurban,39,0
6750,9124,581859,180,651,0,Salaried,Not Graduate,Urban,48,0
17911,721,278665,180,716,1,Self_Employed,Graduate,Rural,53,1
18276,5273,316853,360,897,1,Self_Employed,Graduate,Semiurban,39,1
5319,5892,376679,120,409,1,Self_Employed,Graduate,Rural,37,0
7183,2145,542108,120,848,1,Salaried,Graduate,Rural,21,1
1715,4321,128062,180,815,1,Unemployed,Not Graduate,Rural,32,0
12571,9891,481184,120,832,1,Unemployed,Graduate,Urban,52,1
16361,1620,249521,240,407,0,Self_Employed,Not Graduate,Semiurban,21,0
12600,4997,576263,240,385,1,Salaried,Not Graduate,Semiurban,28,0
9422,8506,643438,300,508,0,Unemployed,Graduate,Semiurban,41,0
6246,7779,379819,120,364,1,Unemployed,Not Graduate,Urban,23,0
14062,4557,487752,180,404,1,Salaried,Not Graduate,Rural,47,0
5056,5146,187446,300,560,0,Unemployed,Graduate,Semiurban,50,0
5715,95,576723,360,815,1,Unemployed,Not Graduate,Urban,39,1
13477,2010,73937,240,622,1,Self_Employed,Graduate,Rural,46,0
16586,562,88414,180,558,1,Unemployed,Not Graduate,Urban,23,0
4969,1253,466667,180,561,1,Unemployed,Not Graduate,Semiurban,35,0
9192,7187,397883,120,853,1,Self_Employed,Not Graduate,Rural,23,1
14457,5372,121971,180,566,1,Salaried,Not Graduate,Semiurban,55,0
1577,4895,56990,360,751,1,Self_Employed,Graduate,Rural,40,0
6296,947,316508,120,583,1,Unemployed,Graduate,Rural,30,0
2088,293,128644,120,707,0,Unemployed,Graduate,Semiurban,33,0
15041,2699,582302,300,811,0,Unemployed,Not Graduate,Rural,22,0
16969,3407,290659,120,384,0,Salaried,Graduate,Rural,47,0
17352,8324,482733,300,819,0,Salaried,Graduate,Urban,21,0
11597,4338,592707,360,518,0,Salaried,Not Graduate,Urban,46,0
13591,1937,510625,180,898,1,Self_Employed,Not Graduate,Urban,25,1
8299,8684,537585,360,307,0,Self_Employed,Graduate,Urban,38,0
16274,4633,152614,120,526,1,Unemployed,Not Graduate,Rural,27,0
6268,2998,270459,180,410,1,Salaried,Not Graduate,Urban,28,0
13484,9984,146000,180,639,0,Unemployed,Graduate,Semiurban,31,0
6606,3936,403337,240,792,1,Self_Employed,Not Graduate,Rural,32,1
8015,5859,112102,360,664,1,Unemployed,Not Graduate,Urban,38,1
10830,7593,645182,300,322,1,Salaried,Graduate,Rural,44,0
17229,2408,181854,360,750,1,Self_Employed,Graduate,Rural,51,1
13799,1107,502165,360,634,0,Unemployed,Not Graduate,Semiurban,29,0
